CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1970044,17000117797,2017117797,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/4/17 17:02,24XX BLOCK OF SW HOLDEN ST,F,F2,11401.1002,-122.3645,47.5337,"(47.5337, -122.3645)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/4/17 15:17
1994841,17000163639,2017163639,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/10/17 8:28,122XX BLOCK OF AURORA AV N,N,N2,600.3007,-122.344894,47.717175,"(47.717175, -122.344894)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,5/10/17 6:31
1960613,17000100120,2017100120,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/22/17 3:23,14XX BLOCK OF 3 AV,M,M3,8100.2015,-122.33734,47.609253,"(47.609253, -122.33734)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/21/17 20:25
1970148,17000118030,2017118030,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/4/17 19:26,2XX BLOCK OF QUEEN ANNE AV N,Q,Q3,7100.2017,-122.35674,47.620358,"(47.620358, -122.35674)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/4/17 18:14
1970154,17000117514,2017117514,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/4/17 19:36,14XX BLOCK OF NW 65 ST,J,J2,3300.1012,-122.37498,47.67595,"(47.67595, -122.37498)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/4/17 12:26
1924721,17000031387,201731387,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/26/17 12:27,143XX BLOCK OF 32 AV NE,L,L1,100.4,-122.29382,47.73286,"(47.73286, -122.29382)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/26/17 11:46
1959841,17000098809,201798809,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/20/17 22:55,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.401,-122.324615,47.708603,"(47.708603, -122.324615)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/20/17 20:25
2005257,17000182883,2017182883,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/24/17 2:59,15XX BLOCK OF ALASKAN WY S,O,O1,9300.2042,-122.337906,47.58931,"(47.58931, -122.337906)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,5/24/17 0:10
2017224,17000204563,2017204563,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/8/17 0:37,STEWART ST / PIKE PL,M,M1,8100.3007,-122.34217,47.609634,"(47.609634, -122.34217)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,6/7/17 19:47
1959886,17000098923,201798923,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/21/17 0:31,12XX BLOCK OF BOYLSTON AV,E,E3,8400.2002,-122.32344,47.612514,"(47.612514, -122.32344)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",
2052614,17000268851,2017268851,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",7/23/17 13:03,7XX BLOCK OF TERRY AV,E,E3,8500.2003,-122.32462,47.60709,"(47.60709, -122.32462)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,7/23/17 10:14
1970409,17000118469,2017118469,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,4/5/17 5:45,28XX BLOCK OF NW 69 ST,J,J2,3200.701,-122.39433,47.67875,"(47.67875, -122.39433)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,4/5/17 3:50
1959994,17000099097,201799097,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,3/21/17 7:11,23XX BLOCK OF NE 89 ST,U,U1,2100.3006,-122.30346,47.69301,"(47.69301, -122.30346)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,3/21/17 2:57
1935841,17000051107,201751107,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/11/17 13:32,12XX BLOCK OF WESTLAKE AV N,D,D2,6700.1001,-122.34099,47.629482,"(47.629482, -122.34099)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,2/11/17 9:50
1935846,17000051099,201751099,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/11/17 15:50,125XX BLOCK OF 33 AV NE,L,L3,100.3003,-122.292496,47.72101,"(47.72101, -122.292496)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,2/11/17 8:40
1935849,17000051096,201751096,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",2/11/17 11:02,45XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.2009,-122.31312,47.66218,"(47.66218, -122.31312)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",2/11/17 8:45
2041158,17000248164,2017248164,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/8/17 22:52,RAINIER AV S / S WALDEN ST,R,R2,10100.4001,-122.29401,47.572918,"(47.572918, -122.29401)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,7/8/17 17:24
2005245,17000182933,2017182933,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,5/24/17 2:49,9XX BLOCK OF E PIKE ST,E,E2,7500.4015,-122.320114,47.61408,"(47.61408, -122.320114)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,5/24/17 1:45
1913171,17000009627,20179627,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/8/17 19:19,40XX BLOCK OF GILMAN AV W,Q,Q1,5801.3014,-122.388084,47.657158,"(47.657158, -122.388084)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/8/17 18:09
1970199,17000118035,2017118035,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,4/4/17 20:53,2XX BLOCK OF N 41 ST,B,B2,4800.3037,-122.35597,47.65635,"(47.65635, -122.35597)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,4/4/17 18:26
2052796,17000269397,2017269397,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",7/23/17 19:09,44XX BLOCK OF 35 AV SW,W,W2,10500.1,-122.37619,47.563057,"(47.563057, -122.37619)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",7/23/17 18:32
1994022,17000162251,2017162251,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/9/17 8:18,16XX BLOCK OF 11 AV,E,E2,7500.5009,-122.31817,47.615837,"(47.615837, -122.31817)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1994023,17000162244,2017162244,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/9/17 8:23,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
2005277,17000182718,2017182718,291,PERSON WITH A GUN,GUN CALLS,WEAPONS CALLS,5/24/17 3:39,1 AV / PINE ST,M,M1,8100.3,-122.34093,47.609814,"(47.609814, -122.34093)",ASLT - IP/JO - PERSON SHOT OR SHOT AT,ASSAULTS,GUN CALLS,5/23/17 21:04
1982686,17000141556,2017141556,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",4/23/17 12:26,19XX BLOCK OF 2 AV,M,M1,8002.1002,-122.3411,47.611347,"(47.611347, -122.3411)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,4/23/17 10:52
1994334,17000162793,2017162793,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/9/17 16:39,6XX BLOCK OF 5 AV S,K,K3,9300.202,-122.32768,47.596657,"(47.596657, -122.32768)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",5/9/17 15:30
1960192,17000099700,201799700,292,PERSON WITH A WEAPON (NOT GUN),WEAPONS CALLS,WEAPONS CALLS,3/21/17 14:30,NE 125 ST / LAKE CITY WY NE,L,L3,700.1003,-122.295235,47.719276,"(47.719276, -122.295235)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,
1913280,17000009796,20179796,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/8/17 22:40,44 AV SW / SW ALASKA ST,W,W2,10500.5001,-122.38813,47.56114,"(47.56114, -122.38813)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/8/17 21:46
2064920,17000290782,2017290782,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,8/7/17 19:17,47XX BLOCK OF 9 AV NE,U,U2,5200.5001,-122.31839,47.663567,"(47.663567, -122.31839)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,8/7/17 12:23
2016931,17000204179,2017204179,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",6/7/17 19:01,PIKE PL / VIRGINIA ST,M,M1,8002.1008,-122.343475,47.6104,"(47.6104, -122.343475)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",6/7/17 15:17
1935883,17000051024,201751024,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/11/17 7:40,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,2/11/17 5:40
1982845,17000141940,2017141940,292,PERSON WITH A WEAPON (NOT GUN),WEAPONS CALLS,WEAPONS CALLS,4/23/17 18:16,AURORA AV N / N 90 ST,N,N3,1800.2003,-122.34457,47.694183,"(47.694183, -122.34457)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,
2005377,17000183050,2017183050,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/24/17 8:33,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/24/17 6:18
1960083,17000099243,201799243,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/21/17 10:55,17 AV W / W DRAVUS ST,Q,Q1,5802.2003,-122.378876,47.648464,"(47.648464, -122.378876)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/21/17 7:22
1960084,17000099185,201799185,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/21/17 11:01,19XX BLOCK OF 6 AV,M,M2,7200.1061,-122.33794,47.61417,"(47.61417, -122.33794)",TRU - ASLT - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/21/17 10:10
2041026,17000248230,2017248230,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/8/17 19:52,11XX BLOCK OF E SPRUCE ST,G,G1,8600.3014,-122.317444,47.603516,"(47.603516, -122.317444)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,7/8/17 18:46
2005460,17000183218,2017183218,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/24/17 11:26,3 AV / JAMES ST,K,K1,8100.2041,-122.331406,47.602768,"(47.602768, -122.331406)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/24/17 9:33
2052695,17000269004,2017269004,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/23/17 15:49,12XX BLOCK OF 15 AV E,C,C1,6500.1032,-122.31251,47.63149,"(47.63149, -122.31251)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,7/23/17 13:03
1924932,17000031787,201731787,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/26/17 18:23,38XX BLOCK OF 36 AV SW,W,W2,9800.3016,-122.37744,47.569214,"(47.569214, -122.37744)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/26/17 15:48
1924934,17000031750,201731750,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/26/17 18:20,11XX BLOCK OF S BAILEY ST,O,O3,10900.2084,-122.318306,47.54768,"(47.54768, -122.318306)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/26/17 15:58
1970097,17000117720,2017117720,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,4/4/17 18:31,46XX BLOCK OF SUNNYSIDE AV N,B,B3,5100.1002,-122.33014,47.66385,"(47.66385, -122.33014)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,4/4/17 14:17
1994267,17000162178,2017162178,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/9/17 14:46,17XX BLOCK OF NW 56 ST,B,B1,4700.3019,-122.38055,47.66945,"(47.66945, -122.38055)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,5/9/17 6:53
1983040,17000142193,2017142193,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/24/17 0:26,45XX BLOCK OF 7 AV NE,U,U2,5200.5005,-122.320724,47.661564,"(47.661564, -122.320724)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/23/17 23:07
1994090,17000162068,2017162068,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,5/9/17 10:21,19XX BLOCK OF AURORA AV N,Q,Q2,6700.4022,-122.34391,47.63675,"(47.63675, -122.34391)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,5/9/17 2:01
1935407,17000051689,201751689,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/12/17 1:04,24XX BLOCK OF SW HOLDEN ST,F,F1,10701.2022,-122.3645,47.5337,"(47.5337, -122.3645)",FIGHT - JO - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,2/11/17 19:39
2077283,17000313352,2017313352,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,8/24/17 13:49,105XX BLOCK OF AURORA AV N,N,N3,1300.2002,-122.3447,47.7058,"(47.7058, -122.3447)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,8/24/17 12:01
1924799,17000031428,201731428,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,1/26/17 14:42,18XX BLOCK OF EASTLAKE AV,D,D3,7300.201,-122.329155,47.618237,"(47.618237, -122.329155)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,1/26/17 11:34
1970112,17000118103,2017118103,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,4/4/17 19:18,130XX BLOCK OF LAKE CITY WY NE,L,L3,100.5003,-122.29284,47.723797,"(47.723797, -122.29284)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1913179,17000009444,20179444,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/8/17 19:13,2XX BLOCK OF BROADWAY E,E,E1,7402.1,-122.320885,47.62049,"(47.62049, -122.320885)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,1/8/17 14:40
1949101,17000078485,201778485,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/4/17 19:22,73XX BLOCK OF 46 AV S,S,S2,11101.2017,-122.27534,47.536488,"(47.536488, -122.27534)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/4/17 18:20
2005350,17000183057,2017183057,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/24/17 8:22,3 AV / PIKE ST,M,M3,8100.2013,-122.33779,47.60975,"(47.60975, -122.33779)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",5/24/17 6:24
1949261,17000078825,201778825,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/5/17 0:05,12XX BLOCK OF PINE ST,E,E3,8400.3003,-122.32831,47.61508,"(47.61508, -122.32831)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1924816,17000031555,201731555,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,1/26/17 15:17,8XX BLOCK OF 34 AV,C,C3,7800.2018,-122.28939,47.609833,"(47.609833, -122.28939)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,1/26/17 13:25
1924817,17000031418,201731418,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,1/26/17 15:25,50XX BLOCK OF DELRIDGE WY SW,F,F1,10800.3008,-122.36293,47.556355,"(47.556355, -122.36293)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,1/26/17 11:35
2041058,17000248267,2017248267,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/8/17 20:28,NW 89 ST / 3 AV NW,J,J1,1701.101,-122.36067,47.693516,"(47.693516, -122.36067)",UNKNOWN - COMPLAINT OF UNKNOWN NATURE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,7/8/17 19:07
1935539,17000051550,201751550,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/11/17 19:29,E JOHN CT / 15 AV E,C,C1,7600.301,-122.31272,47.619663,"(47.619663, -122.31272)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,2/11/17 16:57
2016919,17000204501,2017204501,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",6/7/17 19:12,30XX BLOCK OF S MYRTLE ST,S,S1,11002.1017,-122.293755,47.538914,"(47.538914, -122.293755)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",
1935660,17000051398,201751398,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/11/17 16:27,5XX BLOCK OF S JACKSON ST,K,K3,9100.2002,-122.32701,47.599194,"(47.599194, -122.32701)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,2/11/17 14:20
1960020,17000099190,201799190,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/21/17 8:30,32XX BLOCK OF 17 AV W,Q,Q1,5801.4046,-122.378876,47.649403,"(47.649403, -122.378876)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/21/17 6:30
2005321,17000182712,2017182712,10,HOMICIDE,HOMICIDE,HOMICIDE,5/24/17 6:50,ALKI AV SW / 62 AV SW,W,W1,9701.3017,-122.411964,47.57874,"(47.57874, -122.411964)",ASLT - IP/JO - PERSON SHOT OR SHOT AT,ASSAULTS,GUN CALLS,5/23/17 21:00
1960162,17000099385,201799385,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/21/17 13:31,16XX BLOCK OF BROADWAY,E,E2,7500.501,-122.32081,47.615818,"(47.615818, -122.32081)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/21/17 10:09
2077121,17000313084,2017313084,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,8/24/17 8:48,66XX BLOCK OF S BANGOR ST,S,S3,11900.2016,-122.25063,47.506386,"(47.506386, -122.25063)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,8/24/17 7:31
1949294,17000078571,201778571,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/5/17 1:01,12XX BLOCK OF 1 AV S,K,K2,9300.203,-122.3342,47.591354,"(47.591354, -122.3342)",TRESPASS,TRESPASS,TRESPASS,3/4/17 20:07
1994110,17000162451,2017162451,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/9/17 10:47,14XX BLOCK OF 3 AV,M,M3,8100.2013,-122.33734,47.609253,"(47.609253, -122.33734)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1960189,17000099561,201799561,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,3/21/17 13:58,140XX BLOCK OF 12 AV NE,L,L1,200.3,-122.315414,47.731693,"(47.731693, -122.315414)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,3/21/17 12:34
1960320,17000099507,201799507,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/21/17 17:47,130XX BLOCK OF LAKE CITY WY NE,L,L3,100.3002,-122.29284,47.723797,"(47.723797, -122.29284)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,3/21/17 11:54
2041105,17000248363,2017248363,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/8/17 21:33,15XX BLOCK OF 3 AV,M,M3,8100.2009,-122.33825,47.610245,"(47.610245, -122.33825)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,7/8/17 20:24
1924989,17000031757,201731757,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/26/17 19:16,50XX BLOCK OF ROOSEVELT WY NE,U,U1,4500.1009,-122.3174,47.665688,"(47.665688, -122.3174)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/26/17 15:32
1913292,17000009762,20179762,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/8/17 23:09,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/8/17 20:05
1949122,17000078282,201778282,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/4/17 19:38,105XX BLOCK OF AURORA AV N,N,N3,1300.2002,-122.3447,47.7058,"(47.7058, -122.3447)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/4/17 14:49
2016815,17000204052,2017204052,292,PERSON WITH A WEAPON (NOT GUN),WEAPONS CALLS,WEAPONS CALLS,6/7/17 16:23,STEWART ST / 5 AV,M,M2,7200.1064,-122.337875,47.612957,"(47.612957, -122.337875)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,6/7/17 13:50
1924834,17000031618,201731618,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/26/17 16:03,6XX BLOCK OF NW 85 ST,J,J2,2900.1003,-122.364655,47.690647,"(47.690647, -122.364655)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/26/17 13:49
1960183,17000099643,201799643,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/21/17 14:12,25XX BLOCK OF 3 AV,D,D1,,-122.347496,47.616302,"(47.616302, -122.347496)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",
2005425,17000183233,2017183233,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/24/17 10:31,4XX BLOCK OF 2 AV S,K,K3,9200.2014,-122.33139,47.601074,"(47.601074, -122.33139)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,5/24/17 9:39
1982770,17000141698,2017141698,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,4/23/17 15:30,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,4/23/17 13:00
1924794,17000031675,201731675,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,1/26/17 14:44,78XX BLOCK OF DETROIT AV SW,F,F3,11300.1003,-122.339005,47.53604,"(47.53604, -122.339005)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
